Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Washington County, Idaho",16087,"40.83 (37.36, 44.67)","43.88 (40.53, 47.61)","46.20 (42.93, 49.63)","52.22 (48.80, 55.66)","58.00 (54.48, 61.74)","59.22 (55.18, 63.18)","57.96 (53.80, 62.56)","58.65 (54.07, 63.17)","43.62 (26.89, 63.20)"
Illinois,17,"36.23 (35.26, 37.21)","39.15 (38.27, 40.00)","41.59 (40.71, 42.58)","47.45 (46.38, 48.58)","50.46 (49.26, 51.58)","50.98 (49.84, 52.14)","49.58 (48.50, 50.77)","50.37 (49.09, 51.83)","39.03 (34.05, 44.12)"
"Adams County, Illinois",17001,"38.21 (35.75, 40.66)","41.92 (39.70, 44.35)","47.70 (45.26, 50.15)","55.06 (52.55, 57.52)","61.73 (58.98, 64.59)","65.33 (62.59, 68.23)","66.31 (63.26, 69.44)","69.57 (66.29, 73.31)","82.08 (66.83, 98.64)"
"Alexander County, Illinois",17003,"49.50 (44.95, 53.76)","53.38 (49.15, 57.60)","57.67 (53.65, 61.91)","65.62 (61.32, 70.05)","74.75 (69.93, 79.78)","77.57 (72.37, 83.07)","76.79 (71.23, 82.33)","79.29 (73.08, 85.68)","60.17 (41.71, 82.02)"
"Bond County, Illinois",17005,"33.96 (30.39, 37.69)","35.93 (32.82, 39.20)","39.03 (36.06, 42.11)","44.19 (41.21, 47.36)","49.25 (46.10, 52.73)","51.37 (47.96, 55.11)","52.00 (48.43, 55.82)","52.48 (48.74, 56.55)","54.54 (36.29, 74.83)"
"Boone County, Illinois",17007,"39.10 (36.26, 42.37)","41.39 (38.69, 44.25)","43.88 (41.41, 46.56)","49.37 (46.55, 52.06)","54.63 (51.76, 57.68)","56.96 (54.05, 59.97)","56.61 (53.41, 59.82)","59.37 (55.56, 63.35)","51.86 (36.81, 67.83)"
"Brown County, Illinois",17009,"27.25 (24.25, 30.16)","32.29 (29.28, 35.60)","37.48 (34.24, 40.78)","44.04 (40.37, 47.90)","51.40 (47.18, 56.04)","57.71 (52.49, 62.84)","60.46 (54.37, 66.47)","62.37 (56.04, 69.06)","128.92 (97.24, 166.01)"
"Bureau County, Illinois",17011,"30.71 (28.15, 33.28)","33.30 (31.10, 35.59)","36.50 (34.41, 38.65)","41.87 (39.64, 44.27)","47.63 (45.22, 50.11)","49.98 (47.41, 52.76)","51.17 (48.43, 54.07)","53.34 (50.28, 56.81)","73.68 (56.01, 93.11)"
"Calhoun County, Illinois",17013,"36.51 (32.68, 40.77)","39.42 (35.95, 43.27)","42.53 (39.06, 46.18)","48.47 (44.42, 52.50)","54.55 (49.95, 59.25)","55.44 (50.73, 60.43)","55.87 (50.51, 61.35)","57.31 (51.33, 63.51)","56.94 (36.37, 80.42)"
"Carroll County, Illinois",17015,"38.68 (35.34, 42.15)","41.11 (38.12, 43.99)","44.65 (42.03, 47.53)","50.31 (47.35, 53.36)","55.20 (52.01, 58.62)","55.88 (52.28, 59.32)","55.71 (52.33, 59.24)","56.38 (52.40, 60.48)","45.76 (29.55, 63.85)"
"Cass County, Illinois",17017,"36.12 (33.12, 39.42)","41.18 (37.95, 44.32)","47.04 (43.80, 50.43)","55.09 (51.62, 58.81)","65.17 (61.27, 69.39)","69.41 (65.04, 73.63)","71.63 (66.44, 76.71)","75.66 (70.13, 81.36)","109.44 (84.97, 136.13)"
"Champaign County, Illinois",17019,"42.24 (39.81, 44.69)","43.92 (41.85, 46.17)","45.56 (43.46, 47.82)","49.31 (47.13, 51.53)","54.02 (51.77, 56.11)","53.98 (51.79, 56.26)","51.06 (48.77, 53.54)","51.24 (48.84, 53.84)","21.30 (13.13, 30.37)"
"Christian County, Illinois",17021,"47.63 (44.29, 51.24)","49.33 (46.29, 52.65)","48.91 (46.22, 51.78)","53.23 (50.59, 56.07)","57.28 (54.37, 60.28)","58.07 (55.15, 61.32)","55.88 (52.67, 59.27)","54.52 (51.10, 57.97)","14.45 (3.64, 26.93)"
"Clark County, Illinois",17023,"35.50 (32.53, 38.58)","39.02 (36.21, 42.17)","42.14 (39.47, 44.90)","49.48 (46.60, 52.77)","56.33 (53.13, 59.83)","59.34 (55.87, 62.95)","61.84 (57.57, 65.95)","64.96 (60.24, 69.64)","83.00 (63.19, 105.97)"
"Clay County, Illinois",17025,"36.44 (33.38, 39.80)","40.96 (37.95, 44.22)","45.65 (42.53, 48.59)","53.24 (49.98, 56.86)","62.63 (59.04, 66.42)","68.13 (64.10, 72.39)","72.30 (67.86, 76.80)","75.74 (70.58, 81.16)","107.86 (84.40, 132.81)"
"Clinton County, Illinois",17027,"32.70 (30.16, 35.27)","35.23 (32.86, 37.89)","37.54 (35.22, 40.05)","42.29 (39.99, 44.77)","47.58 (45.10, 50.22)","48.26 (45.58, 50.99)","47.56 (44.58, 50.53)","48.88 (45.77, 52.18)","49.47 (34.74, 66.46)"
"Coles County, Illinois",17029,"38.61 (35.81, 41.39)","43.84 (41.08, 46.82)","48.78 (45.98, 51.53)","58.61 (55.69, 61.55)","67.91 (64.84, 71.08)","72.42 (69.05, 76.08)","73.84 (70.46, 77.50)","75.94 (71.99, 80.26)","96.70 (79.25, 116.00)"
"Cook County, Illinois",17031,"32.61 (31.55, 33.72)","35.64 (34.62, 36.65)","37.50 (36.46, 38.58)","43.63 (42.44, 44.85)","43.31 (42.14, 44.50)","42.44 (41.35, 43.53)","40.33 (39.29, 41.44)","41.02 (39.78, 42.36)","25.79 (20.22, 31.62)"
"Crawford County, Illinois",17033,"36.69 (33.87, 40.00)","40.39 (37.52, 43.33)","44.45 (41.65, 47.37)","53.25 (50.07, 56.19)","60.50 (56.85, 64.12)","62.94 (59.53, 66.78)","64.79 (61.01, 68.98)","67.39 (62.80, 72.32)","83.65 (62.96, 105.19)"
"Cumberland County, Illinois",17035,"38.01 (34.33, 42.06)","41.72 (37.99, 45.25)","44.94 (41.55, 48.45)","50.70 (47.12, 54.45)","57.32 (53.62, 61.24)","62.68 (58.73, 66.97)","63.79 (59.10, 68.62)","66.30 (60.84, 71.81)","74.42 (52.59, 98.68)"
"De Witt County, Illinois",17039,"41.89 (38.31, 46.03)","45.81 (42.34, 49.39)","49.20 (46.03, 52.84)","55.92 (52.65, 59.59)","63.11 (59.49, 66.89)","65.31 (61.62, 69.14)","67.04 (63.21, 71.36)","68.91 (64.29, 73.68)","64.51 (47.22, 84.98)"
"DeKalb County, Illinois",17037,"36.72 (34.28, 39.49)","38.08 (35.82, 40.42)","40.18 (38.14, 42.41)","45.60 (43.47, 47.87)","50.00 (47.75, 52.40)","49.85 (47.36, 52.12)","49.76 (47.14, 52.39)","50.08 (47.26, 53.04)","36.40 (24.44, 49.48)"
"Douglas County, Illinois",17041,"36.93 (33.63, 40.38)","41.89 (38.79, 45.16)","46.32 (43.45, 49.70)","54.05 (50.70, 57.44)","62.25 (58.57, 65.85)","66.39 (62.91, 70.47)","67.81 (63.95, 72.06)","71.16 (66.64, 75.95)","92.67 (73.78, 115.66)"
"DuPage County, Illinois",17043,"34.67 (33.13, 36.22)","35.70 (34.27, 37.10)","36.41 (34.97, 37.80)","40.57 (39.03, 42.13)","42.93 (41.35, 44.53)","43.20 (41.67, 44.88)","40.86 (39.36, 42.41)","40.66 (39.10, 42.49)","17.28 (10.52, 24.72)"
"Edgar County, Illinois",17045,"41.01 (38.00, 44.33)","46.24 (43.05, 49.56)","52.14 (48.78, 55.58)","61.25 (57.71, 64.83)","71.20 (67.21, 75.14)","76.65 (72.60, 80.98)","79.22 (74.83, 83.73)","84.37 (79.14, 89.73)","105.72 (84.80, 129.50)"
"Edwards County, Illinois",17047,"32.58 (29.13, 36.61)","36.45 (33.10, 40.12)","40.34 (36.82, 44.15)","46.89 (43.08, 50.75)","54.51 (50.22, 58.93)","58.62 (53.80, 63.50)","60.59 (55.29, 65.55)","62.05 (56.22, 68.29)","90.45 (63.05, 121.96)"
"Effingham County, Illinois",17049,"36.87 (33.75, 40.06)","38.93 (36.10, 42.01)","41.86 (39.22, 44.48)","47.48 (44.63, 50.28)","53.51 (50.54, 56.35)","54.01 (51.15, 57.18)","55.35 (52.28, 58.93)","55.80 (52.19, 59.55)","51.35 (35.75, 69.64)"
"Fayette County, Illinois",17051,"36.20 (33.09, 39.34)","39.94 (37.01, 43.13)","43.83 (40.93, 46.70)","50.64 (47.36, 53.75)","57.78 (54.47, 60.94)","61.43 (57.66, 64.86)","61.61 (57.96, 65.42)","65.12 (61.09, 69.39)","79.92 (61.77, 99.91)"
"Ford County, Illinois",17053,"36.69 (33.32, 40.11)","40.67 (37.67, 43.72)","44.10 (41.14, 47.40)","50.82 (47.90, 53.95)","58.30 (54.90, 61.79)","61.57 (58.09, 65.70)","61.39 (57.25, 65.87)","64.39 (59.76, 69.46)","75.48 (54.66, 98.82)"
"Franklin County, Illinois",17055,"47.28 (44.16, 50.54)","52.96 (49.69, 56.06)","58.63 (55.81, 61.49)","70.14 (66.91, 73.56)","84.01 (80.17, 88.12)","92.14 (88.04, 96.36)","95.37 (90.87, 100.48)","100.19 (94.76, 105.37)","111.93 (94.49, 130.78)"
"Fulton County, Illinois",17057,"39.27 (36.69, 42.12)","43.06 (40.57, 45.68)","47.31 (44.83, 49.90)","54.10 (51.64, 56.85)","60.98 (58.12, 63.93)","63.06 (60.11, 66.06)","61.45 (58.36, 64.67)","65.84 (62.22, 69.74)","67.65 (52.32, 83.69)"
"Gallatin County, Illinois",17059,"41.48 (37.50, 45.83)","45.33 (41.55, 49.36)","50.05 (46.42, 54.01)","59.58 (55.10, 63.87)","69.63 (64.71, 74.52)","74.27 (68.92, 79.92)","73.92 (67.83, 80.38)","78.31 (71.83, 86.25)","88.79 (64.66, 117.70)"
"Greene County, Illinois",17061,"38.32 (34.82, 41.93)","42.29 (38.79, 45.94)","46.09 (42.77, 49.34)","53.17 (49.63, 56.72)","61.16 (57.35, 64.95)","63.40 (59.42, 67.59)","62.93 (58.81, 66.92)","66.64 (61.98, 71.56)","73.90 (54.96, 94.99)"
"Grundy County, Illinois",17063,"35.64 (32.54, 38.70)","38.25 (35.67, 41.05)","40.93 (38.41, 43.58)","46.62 (44.07, 49.14)","53.55 (50.85, 56.30)","54.30 (51.45, 57.22)","54.29 (51.35, 57.56)","56.55 (53.10, 60.21)","58.64 (42.19, 77.71)"
"Hamilton County, Illinois",17065,"33.97 (30.85, 37.54)","36.72 (33.70, 40.12)","39.63 (36.80, 43.09)","46.77 (43.43, 50.48)","54.61 (50.86, 58.87)","58.35 (54.10, 62.78)","60.54 (56.09, 65.47)","64.85 (59.57, 70.84)","90.90 (67.51, 117.70)"
"Hancock County, Illinois",17067,"33.96 (31.18, 36.68)","37.38 (34.69, 40.10)","40.55 (37.98, 42.93)","46.33 (43.80, 49.08)","53.11 (50.23, 56.01)","55.07 (51.98, 58.34)","55.97 (52.60, 59.51)","58.36 (54.52, 62.45)","71.83 (53.09, 92.29)"
"Hardin County, Illinois",17069,"50.01 (45.10, 55.14)","56.28 (51.59, 61.65)","62.87 (58.19, 68.03)","73.37 (68.12, 79.03)","82.51 (76.57, 88.47)","86.76 (80.55, 93.26)","86.51 (79.55, 93.91)","92.33 (84.16, 100.65)","84.62 (61.31, 110.25)"
"Henderson County, Illinois",17071,"38.85 (34.96, 42.86)","42.14 (38.53, 45.94)","45.63 (42.04, 49.75)","50.61 (46.94, 54.58)","56.02 (51.73, 60.32)","57.85 (53.47, 62.42)","58.34 (53.50, 63.46)","61.19 (55.67, 66.96)","57.50 (37.83, 80.71)"
"Henry County, Illinois",17073,"37.84 (35.17, 40.64)","41.06 (38.68, 43.69)","43.64 (41.51, 45.94)","50.43 (48.10, 53.02)","53.92 (51.65, 56.41)","57.09 (54.34, 59.74)","56.85 (54.06, 59.88)","57.55 (54.37, 60.71)","52.10 (38.23, 67.46)"
"Iroquois County, Illinois",17075,"32.04 (29.45, 34.93)","35.83 (33.22, 38.53)","39.28 (36.71, 41.90)","45.73 (43.16, 48.49)","52.38 (49.43, 55.34)","56.33 (53.34, 59.52)","56.77 (53.62, 60.15)","59.96 (56.39, 63.69)","87.11 (67.95, 108.15)"
"Jackson County, Illinois",17077,"45.10 (41.82, 48.57)","47.02 (44.13, 50.12)","47.04 (44.33, 49.59)","53.21 (50.56, 55.95)","58.32 (55.49, 61.09)","58.47 (55.46, 61.47)","57.12 (53.91, 60.54)","56.61 (53.22, 60.22)","25.53 (13.94, 38.67)"
"Jasper County, Illinois",17079,"30.70 (27.42, 34.12)","33.90 (30.61, 37.27)","37.88 (34.57, 41.23)","43.73 (40.28, 47.46)","49.73 (45.60, 54.07)","51.53 (47.55, 55.81)","53.62 (49.01, 58.38)","54.77 (49.98, 59.94)","78.38 (56.23, 105.94)"
"Jefferson County, Illinois",17081,"39.02 (36.32, 42.03)","42.68 (40.00, 45.47)","47.45 (44.93, 50.10)","55.27 (52.49, 57.94)","63.54 (60.56, 66.65)","66.73 (63.59, 70.40)","70.35 (66.87, 73.86)","73.31 (69.33, 77.39)","87.91 (71.22, 106.40)"
"Jersey County, Illinois",17083,"39.83 (36.38, 43.48)","41.86 (38.67, 45.21)","44.43 (41.61, 47.39)","48.92 (45.94, 52.15)","54.27 (51.27, 57.61)","54.88 (51.58, 58.40)","54.40 (50.86, 57.98)","55.06 (50.85, 59.20)","38.22 (22.35, 56.23)"
"Jo Daviess County, Illinois",17085,"36.15 (33.37, 39.50)","37.86 (35.43, 40.77)","39.62 (37.09, 42.32)","42.90 (40.54, 45.38)","45.91 (43.46, 48.46)","45.98 (43.33, 48.72)","43.69 (40.89, 46.80)","44.05 (40.86, 47.46)","21.87 (7.50, 36.62)"
"Johnson County, Illinois",17087,"40.12 (36.52, 43.93)","44.99 (41.65, 48.54)","49.56 (46.34, 53.29)","57.34 (53.64, 61.38)","64.60 (60.34, 68.89)","67.35 (63.30, 71.67)","68.28 (63.42, 73.16)","72.10 (66.70, 77.71)","79.68 (58.82, 101.35)"
"Kane County, Illinois",17089,"41.33 (39.19, 43.54)","42.29 (40.37, 44.37)","43.90 (41.99, 45.81)","46.61 (44.82, 48.52)","50.38 (48.46, 52.23)","48.87 (46.90, 50.76)","43.40 (41.69, 45.11)","43.66 (41.75, 45.57)","5.64 (-1.68, 13.00)"
"Kankakee County, Illinois",17091,"41.94 (39.40, 44.38)","45.42 (43.06, 47.80)","48.66 (46.37, 51.08)","54.05 (51.61, 56.54)","60.03 (57.51, 62.78)","59.56 (56.89, 62.25)","58.49 (55.90, 61.29)","59.09 (55.98, 62.20)","40.89 (29.77, 52.61)"
"Kendall County, Illinois",17093,"36.09 (33.17, 39.18)","38.35 (35.78, 41.15)","39.62 (37.12, 42.10)","44.93 (42.53, 47.37)","50.48 (47.90, 53.16)","49.83 (47.28, 52.29)","48.54 (45.98, 51.09)","48.91 (46.10, 52.00)","35.51 (21.81, 50.41)"
"Knox County, Illinois",17095,"42.37 (39.78, 45.13)","47.66 (45.17, 50.16)","53.85 (51.14, 56.60)","65.15 (62.42, 68.29)","73.64 (70.41, 76.96)","78.60 (75.41, 82.09)","81.88 (77.99, 85.69)","84.89 (80.96, 89.20)","100.38 (84.63, 118.13)"
"LaSalle County, Illinois",17099,"30.49 (28.58, 32.38)","32.44 (30.57, 34.17)","37.39 (35.62, 39.13)","43.82 (41.97, 45.81)","49.45 (47.31, 51.64)","56.42 (54.01, 58.78)","56.80 (54.28, 59.32)","60.10 (57.28, 63.03)","97.12 (81.89, 114.50)"
"Lake County, Illinois",17097,"41.55 (39.62, 43.54)","42.25 (40.53, 44.01)","42.75 (41.07, 44.42)","46.18 (44.56, 47.92)","48.98 (47.29, 50.88)","46.90 (45.23, 48.65)","43.53 (41.92, 45.12)","43.74 (41.92, 45.69)","5.28 (-1.01, 12.04)"
"Lawrence County, Illinois",17101,"36.30 (33.14, 40.03)","40.90 (37.87, 44.69)","46.80 (43.69, 50.03)","56.07 (52.71, 59.64)","66.21 (62.38, 70.00)","70.89 (66.62, 74.98)","72.99 (68.43, 77.63)","75.14 (70.04, 80.24)","107.01 (83.98, 133.05)"
"Lee County, Illinois",17103,"39.70 (36.85, 42.70)","42.31 (39.71, 45.16)","46.31 (43.51, 48.98)","51.96 (49.33, 54.99)","58.47 (55.60, 61.59)","59.76 (56.74, 62.86)","58.33 (55.02, 61.74)","59.50 (55.74, 63.53)","49.86 (34.23, 66.82)"
"Livingston County, Illinois",17105,"32.87 (30.40, 35.50)","36.33 (34.13, 38.63)","40.24 (38.05, 42.50)","46.19 (43.83, 48.76)","52.81 (50.32, 55.42)","56.88 (54.13, 60.04)","57.26 (54.11, 60.48)","60.53 (56.99, 64.17)","84.18 (65.92, 103.14)"
"Logan County, Illinois",17107,"38.52 (35.77, 41.69)","41.30 (38.67, 44.10)","44.14 (41.80, 46.59)","50.80 (47.96, 53.55)","57.32 (54.37, 60.36)","59.59 (56.40, 62.82)","58.53 (55.14, 61.95)","60.92 (57.02, 64.79)","58.14 (41.73, 76.26)"
"Macon County, Illinois",17115,"46.28 (43.70, 49.07)","48.07 (45.70, 50.49)","50.49 (48.24, 52.92)","56.19 (53.70, 58.62)","59.53 (57.17, 62.27)","60.15 (57.66, 62.70)","58.44 (55.94, 60.97)","58.29 (55.64, 61.05)","25.93 (16.34, 35.99)"
"Macoupin County, Illinois",17117,"36.37 (33.89, 39.10)","39.73 (37.40, 42.26)","43.64 (41.31, 46.10)","49.68 (47.00, 52.25)","55.21 (52.57, 57.88)","59.08 (56.17, 61.99)","59.03 (56.12, 61.92)","60.90 (57.60, 64.20)","67.43 (52.87, 83.09)"
"Madison County, Illinois",17119,"40.46 (38.55, 42.46)","44.79 (42.95, 46.83)","47.48 (45.60, 49.51)","53.80 (51.87, 55.88)","63.10 (60.82, 65.51)","63.06 (60.79, 65.60)","64.17 (61.86, 66.73)","68.88 (66.22, 71.63)","70.26 (59.53, 81.92)"
"Marion County, Illinois",17121,"50.19 (47.06, 53.49)","54.97 (51.99, 58.17)","59.46 (56.61, 62.64)","68.02 (64.88, 71.28)","76.91 (73.51, 80.39)","80.31 (76.81, 83.89)","80.78 (76.87, 84.70)","82.90 (78.76, 87.38)","65.19 (49.74, 80.71)"
"Marshall County, Illinois",17123,"30.05 (27.23, 33.14)","33.36 (30.72, 36.12)","36.47 (33.81, 39.08)","42.76 (39.86, 45.50)","49.52 (46.45, 52.82)","53.07 (49.43, 56.85)","54.53 (50.75, 58.97)","56.02 (51.64, 60.73)","86.41 (65.06, 112.73)"
"Mason County, Illinois",17125,"40.44 (37.11, 43.83)","45.32 (42.09, 48.72)","50.70 (47.63, 53.92)","59.63 (56.24, 63.16)","68.86 (65.30, 72.83)","72.58 (68.67, 77.06)","74.79 (70.51, 79.84)","78.89 (73.72, 84.24)","95.07 (74.78, 116.24)"
"Massac County, Illinois",17127,"57.57 (52.69, 62.20)","62.41 (58.46, 66.71)","69.02 (65.14, 73.21)","79.83 (75.48, 84.19)","92.71 (87.50, 97.60)","98.34 (93.10, 103.73)","100.88 (95.49, 106.68)","105.11 (98.72, 112.12)","82.59 (64.73, 104.09)"
"McDonough County, Illinois",17109,"35.92 (33.00, 38.85)","39.26 (36.48, 42.26)","42.41 (39.89, 45.02)","48.25 (45.47, 51.11)","55.38 (52.49, 58.22)","58.37 (55.13, 61.42)","58.76 (55.39, 62.32)","61.51 (57.42, 65.70)","71.25 (53.00, 91.26)"
"McHenry County, Illinois",17111,"35.75 (33.71, 37.87)","39.70 (37.66, 41.75)","42.42 (40.55, 44.40)","49.27 (47.19, 51.38)","55.34 (53.13, 57.61)","56.70 (54.51, 58.98)","56.02 (53.66, 58.40)","57.84 (55.10, 60.72)","61.79 (49.55, 75.00)"
"McLean County, Illinois",17113,"39.24 (37.11, 41.71)","41.84 (39.62, 44.04)","44.96 (42.97, 47.14)","50.74 (48.49, 53.10)","56.43 (53.99, 58.82)","57.02 (54.65, 59.55)","57.12 (54.38, 59.81)","58.63 (55.83, 61.58)","49.42 (37.92, 61.72)"
"Menard County, Illinois",17129,"39.02 (34.84, 43.31)","42.27 (38.51, 46.39)","44.77 (41.37, 48.37)","50.99 (47.41, 55.06)","57.57 (53.78, 61.92)","59.33 (55.24, 63.61)","57.28 (52.76, 61.65)","59.34 (54.26, 64.53)","52.08 (32.36, 73.75)"
"Mercer County, Illinois",17131,"46.19 (42.93, 49.85)","49.46 (46.27, 53.08)","52.75 (49.69, 56.14)","60.03 (56.62, 63.67)","66.71 (62.96, 70.85)","68.48 (64.63, 72.57)","68.01 (64.00, 72.33)","68.76 (64.43, 73.25)","48.87 (33.21, 66.29)"
"Monroe County, Illinois",17133,"39.17 (35.80, 42.59)","41.39 (38.50, 44.31)","44.59 (41.75, 47.75)","48.51 (45.47, 51.67)","52.94 (49.96, 56.04)","53.42 (50.29, 56.75)","50.86 (47.73, 54.02)","52.27 (48.70, 55.95)","33.44 (19.70, 48.47)"
"Montgomery County, Illinois",17135,"33.15 (30.54, 35.70)","36.48 (34.01, 39.13)","40.07 (37.64, 42.56)","45.33 (42.91, 47.99)","51.77 (48.93, 54.51)","52.92 (50.24, 55.57)","52.54 (49.44, 55.79)","53.98 (50.36, 57.40)","62.82 (46.34, 82.43)"
"Morgan County, Illinois",17137,"35.53 (32.94, 38.28)","39.89 (37.16, 42.67)","45.05 (42.48, 47.70)","51.04 (48.30, 53.93)","60.18 (57.25, 63.25)","63.21 (59.96, 66.42)","64.88 (61.58, 68.10)","68.28 (64.31, 72.46)","92.16 (74.05, 112.02)"
"Moultrie County, Illinois",17139,"34.94 (31.94, 38.21)","39.24 (36.18, 42.15)","43.51 (40.61, 46.43)","49.81 (46.53, 52.99)","56.91 (53.29, 60.55)","60.37 (56.62, 64.30)","61.37 (57.28, 66.02)","63.92 (58.98, 69.04)","82.92 (62.27, 105.26)"
"Ogle County, Illinois",17141,"35.29 (32.85, 38.12)","38.69 (36.34, 41.18)","41.62 (39.41, 43.99)","47.48 (45.06, 49.96)","52.18 (49.58, 54.72)","54.89 (52.11, 57.87)","54.11 (51.55, 57.12)","55.82 (52.67, 59.27)","58.17 (42.25, 73.88)"
"Peoria County, Illinois",17143,"42.35 (40.14, 44.65)","46.06 (44.08, 48.16)","48.86 (46.94, 50.96)","53.75 (51.72, 55.97)","58.60 (56.36, 60.69)","61.69 (59.38, 64.02)","58.51 (56.11, 60.81)","58.58 (55.96, 61.32)","38.34 (28.82, 49.33)"
"Perry County, Illinois",17145,"35.74 (32.27, 39.22)","39.80 (36.76, 43.15)","43.90 (40.89, 47.18)","51.87 (48.68, 55.12)","62.10 (58.62, 65.71)","66.02 (62.29, 69.77)","69.19 (65.20, 73.46)","71.71 (67.11, 76.49)","100.65 (79.46, 126.10)"
"Piatt County, Illinois",17147,"37.80 (34.30, 41.52)","39.45 (36.11, 42.84)","42.07 (39.07, 45.24)","46.58 (43.40, 50.00)","50.86 (47.35, 54.49)","51.22 (47.72, 54.95)","50.73 (46.86, 54.81)","51.20 (47.07, 55.66)","35.45 (20.22, 52.62)"
"Pike County, Illinois",17149,"35.13 (32.62, 37.84)","40.17 (37.52, 43.00)","44.28 (41.74, 46.94)","52.80 (49.79, 55.91)","61.00 (57.73, 64.57)","64.39 (60.83, 67.98)","66.65 (62.70, 71.02)","70.11 (65.42, 75.54)","99.56 (79.67, 121.87)"
"Pope County, Illinois",17151,"43.85 (39.29, 48.86)","47.06 (42.37, 52.15)","50.24 (46.09, 54.82)","56.19 (51.68, 61.23)","63.43 (58.69, 68.80)","66.56 (61.05, 72.23)","65.89 (60.28, 72.27)","66.96 (60.69, 74.02)","52.71 (32.37, 75.91)"
"Pulaski County, Illinois",17153,"49.91 (44.95, 54.93)","53.95 (49.35, 58.78)","57.43 (52.82, 61.90)","65.54 (60.81, 70.31)","73.51 (68.38, 78.81)","76.91 (71.58, 82.19)","77.29 (71.49, 82.94)","81.56 (74.50, 88.60)","63.42 (45.87, 85.36)"
"Putnam County, Illinois",17155,"29.62 (25.79, 33.95)","31.55 (28.04, 35.64)","33.85 (30.31, 37.75)","38.52 (34.91, 42.47)","44.30 (40.27, 48.73)","45.66 (41.26, 50.21)","45.24 (40.66, 50.30)","46.71 (41.26, 52.60)","57.70 (31.73, 93.04)"
"Randolph County, Illinois",17157,"35.11 (32.53, 37.98)","39.13 (36.69, 41.77)","42.62 (40.24, 45.10)","49.05 (46.45, 51.76)","55.84 (53.01, 58.68)","59.60 (56.42, 62.77)","60.66 (57.25, 64.18)","64.83 (60.75, 68.92)","84.66 (66.43, 104.93)"
"Richland County, Illinois",17159,"28.03 (25.46, 30.69)","31.47 (28.99, 34.03)","35.57 (33.00, 38.32)","42.01 (39.13, 44.96)","48.87 (45.91, 52.05)","52.17 (49.06, 55.67)","53.70 (50.33, 57.28)","57.07 (53.01, 61.44)","103.59 (82.91, 128.62)"
"Rock Island County, Illinois",17161,"48.27 (45.86, 50.65)","50.46 (48.11, 52.71)","53.91 (51.75, 56.27)","57.48 (55.09, 59.78)","60.89 (58.46, 63.11)","60.26 (58.04, 62.72)","58.70 (56.43, 61.22)","57.41 (54.82, 60.13)","18.93 (11.09, 27.51)"
"Saint Clair County, Illinois",17163,"44.00 (41.81, 46.20)","48.64 (46.63, 50.70)","51.73 (49.70, 53.79)","59.76 (57.37, 61.91)","67.43 (64.90, 69.90)","70.22 (67.78, 72.56)","68.53 (66.15, 71.15)","69.63 (66.83, 72.85)","58.23 (48.47, 69.05)"
"Saline County, Illinois",17165,"48.90 (45.29, 52.63)","53.49 (50.33, 56.89)","59.94 (56.63, 63.53)","68.30 (64.76, 71.88)","76.29 (72.61, 79.85)","81.73 (77.56, 85.91)","83.52 (79.27, 88.30)","86.59 (81.71, 92.21)","77.08 (60.45, 95.68)"
"Sangamon County, Illinois",17167,"41.38 (39.33, 43.55)","45.49 (43.40, 47.50)","47.45 (45.47, 49.50)","54.22 (51.99, 56.50)","59.67 (57.43, 62.08)","61.29 (58.97, 63.75)","60.82 (58.42, 63.30)","59.13 (56.59, 61.86)","42.90 (33.82, 52.89)"
"Schuyler County, Illinois",17169,"27.96 (25.31, 31.12)","31.82 (29.05, 34.76)","35.68 (32.73, 38.68)","41.57 (38.28, 44.88)","47.53 (43.64, 51.53)","50.69 (46.67, 55.01)","52.46 (47.94, 57.46)","54.95 (49.96, 60.39)","96.55 (70.60, 124.35)"
"Scott County, Illinois",17171,"33.25 (28.88, 38.13)","36.83 (32.66, 41.40)","40.80 (36.59, 45.11)","48.45 (44.00, 53.26)","56.81 (51.75, 62.17)","61.62 (56.39, 67.15)","61.69 (55.99, 68.36)","64.43 (58.17, 71.52)","93.78 (63.52, 127.19)"
"Shelby County, Illinois",17173,"36.55 (33.67, 39.90)","38.90 (36.06, 41.93)","40.78 (37.96, 43.77)","45.45 (42.58, 48.33)","49.35 (46.38, 52.54)","49.68 (46.74, 53.11)","50.62 (47.42, 54.04)","50.07 (46.50, 53.84)","36.98 (22.77, 52.14)"
"Stark County, Illinois",17175,"42.50 (38.59, 47.02)","46.25 (42.48, 50.27)","49.98 (46.27, 53.89)","56.10 (52.56, 60.00)","62.75 (58.36, 67.35)","64.39 (59.64, 69.01)","63.75 (58.42, 68.86)","64.11 (58.75, 69.86)","50.84 (31.14, 72.42)"
"Stephenson County, Illinois",17177,"37.33 (34.89, 40.11)","39.68 (37.46, 42.03)","43.19 (40.98, 45.45)","50.16 (47.84, 52.65)","57.57 (55.14, 60.29)","58.16 (55.56, 60.78)","58.18 (55.41, 61.12)","59.34 (56.24, 62.73)","58.97 (45.13, 75.00)"
