Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Walton County, Florida",12131,"2.75 (2.05, 4.27)","2.97 (2.26, 4.38)","3.33 (2.64, 4.59)","3.95 (3.06, 5.05)","4.74 (3.32, 5.87)","5.10 (3.33, 6.45)","5.15 (3.26, 6.65)","5.33 (3.32, 6.84)","93.72 (3.05, 185.47)"
"Washington County, Florida",12133,"3.35 (2.44, 5.28)","3.62 (2.67, 5.39)","4.09 (3.12, 5.66)","4.81 (3.65, 6.25)","5.79 (3.90, 7.30)","6.38 (4.05, 8.32)","6.66 (4.09, 8.86)","6.85 (4.31, 9.26)","104.77 (7.24, 212.86)"
Georgia,13,"3.09 (2.63, 4.79)","3.37 (2.94, 4.94)","3.74 (3.33, 5.11)","4.42 (3.67, 5.51)","5.37 (3.84, 5.95)","5.96 (3.94, 6.61)","6.12 (3.98, 6.82)","6.26 (4.10, 7.07)","102.31 (8.44, 159.65)"
"Appling County, Georgia",13001,"3.34 (2.45, 5.33)","3.62 (2.70, 5.44)","4.10 (3.17, 5.81)","4.87 (3.70, 6.37)","6.02 (4.04, 7.61)","6.65 (4.09, 8.64)","6.99 (4.17, 9.20)","7.38 (4.42, 9.91)","120.92 (13.35, 233.55)"
"Atkinson County, Georgia",13003,"4.04 (2.82, 6.31)","4.45 (3.21, 6.65)","5.02 (3.71, 7.07)","6.00 (4.38, 7.77)","7.41 (4.93, 9.74)","8.52 (5.34, 11.38)","8.61 (5.23, 11.88)","8.79 (5.23, 12.34)","117.65 (11.58, 239.51)"
"Bacon County, Georgia",13005,"3.22 (2.33, 5.14)","3.62 (2.71, 5.47)","4.19 (3.16, 5.80)","5.04 (3.90, 6.57)","6.24 (4.38, 8.16)","7.15 (4.56, 9.37)","7.29 (4.57, 9.84)","7.85 (4.90, 10.70)","143.87 (25.71, 260.12)"
"Baker County, Georgia",13007,"3.36 (2.42, 5.28)","3.56 (2.60, 5.33)","3.86 (2.93, 5.50)","4.62 (3.46, 6.12)","5.61 (3.87, 7.48)","6.05 (3.90, 8.15)","5.88 (3.69, 8.08)","5.82 (3.55, 8.12)","72.90 (-12.13, 159.00)"
"Baldwin County, Georgia",13009,"2.65 (1.96, 4.16)","2.95 (2.22, 4.45)","3.33 (2.61, 4.70)","3.96 (3.15, 5.08)","4.73 (3.24, 5.94)","5.21 (3.34, 6.71)","5.24 (3.24, 6.83)","5.32 (3.32, 7.03)","100.96 (4.56, 196.35)"
"Banks County, Georgia",13011,"2.33 (1.68, 3.66)","2.48 (1.82, 3.76)","2.75 (2.13, 3.83)","3.30 (2.51, 4.30)","4.12 (2.87, 5.28)","4.70 (2.97, 6.16)","4.88 (2.99, 6.42)","5.15 (3.11, 6.98)","121.35 (14.74, 235.35)"
"Barrow County, Georgia",13013,"3.14 (2.37, 5.17)","3.49 (2.67, 5.44)","3.93 (3.13, 5.59)","4.69 (3.71, 6.11)","5.76 (4.09, 7.25)","6.40 (4.15, 8.10)","6.79 (4.41, 8.74)","7.10 (4.52, 9.34)","125.85 (15.62, 228.72)"
"Bartow County, Georgia",13015,"3.31 (2.54, 5.21)","3.60 (2.85, 5.42)","4.06 (3.29, 5.65)","4.89 (4.00, 6.35)","5.97 (4.38, 7.20)","6.81 (4.54, 8.38)","7.19 (4.57, 8.98)","7.61 (4.88, 9.59)","129.78 (18.59, 231.82)"
"Ben Hill County, Georgia",13017,"3.11 (2.29, 4.93)","3.47 (2.62, 5.23)","3.86 (2.95, 5.41)","4.62 (3.56, 6.09)","5.76 (4.00, 7.43)","6.32 (4.09, 8.30)","6.47 (4.08, 8.73)","6.74 (4.17, 9.14)","116.66 (12.80, 233.13)"
"Berrien County, Georgia",13019,"3.48 (2.56, 5.51)","3.86 (2.90, 5.79)","4.39 (3.36, 6.13)","5.21 (4.05, 6.72)","6.33 (4.31, 8.06)","7.06 (4.56, 9.11)","7.28 (4.64, 9.52)","7.56 (4.84, 10.13)","117.13 (13.24, 218.03)"
"Bibb County, Georgia",13021,"3.64 (2.90, 5.56)","3.97 (3.24, 6.00)","4.43 (3.75, 6.01)","5.27 (4.28, 6.64)","6.42 (4.48, 7.57)","7.29 (4.77, 8.67)","7.73 (4.94, 9.36)","7.80 (5.07, 9.40)","114.46 (18.51, 197.52)"
"Bleckley County, Georgia",13023,"3.20 (2.40, 4.94)","3.60 (2.77, 5.31)","4.17 (3.28, 5.73)","5.04 (3.87, 6.56)","6.24 (4.23, 7.95)","7.12 (4.45, 9.43)","7.47 (4.60, 10.04)","7.75 (4.92, 10.74)","141.79 (28.93, 268.11)"
"Brantley County, Georgia",13025,"3.58 (2.57, 5.97)","4.00 (2.93, 6.19)","4.52 (3.39, 6.52)","5.41 (4.05, 7.09)","6.58 (4.50, 8.60)","7.39 (4.73, 9.71)","7.34 (4.65, 9.67)","7.68 (4.85, 10.54)","114.32 (12.60, 222.36)"
"Brooks County, Georgia",13027,"3.61 (2.72, 5.67)","3.90 (2.97, 5.86)","4.32 (3.36, 5.95)","5.17 (4.08, 6.69)","6.35 (4.48, 7.97)","6.82 (4.51, 8.74)","6.70 (4.20, 8.71)","6.95 (4.44, 9.10)","92.76 (2.25, 183.44)"
"Bryan County, Georgia",13029,"3.87 (2.80, 6.25)","4.09 (3.01, 6.39)","4.47 (3.48, 6.35)","5.26 (3.93, 7.01)","6.39 (4.34, 8.15)","7.05 (4.44, 9.09)","7.24 (4.47, 9.58)","7.75 (4.70, 10.32)","100.14 (2.73, 202.94)"
"Bulloch County, Georgia",13031,"3.21 (2.45, 5.06)","3.49 (2.74, 5.19)","3.94 (3.14, 5.38)","4.78 (3.89, 6.17)","5.88 (4.15, 7.17)","6.60 (4.32, 8.06)","6.79 (4.28, 8.52)","6.93 (4.39, 8.91)","115.97 (12.44, 207.69)"
"Burke County, Georgia",13033,"3.09 (2.38, 4.76)","3.40 (2.67, 5.00)","3.86 (3.08, 5.32)","4.60 (3.64, 5.84)","5.69 (3.95, 7.09)","6.19 (4.07, 7.77)","6.37 (4.01, 8.12)","6.62 (4.21, 8.64)","114.20 (19.57, 206.20)"
"Butts County, Georgia",13035,"3.03 (2.20, 4.81)","3.32 (2.50, 5.02)","3.72 (2.93, 5.14)","4.29 (3.29, 5.55)","5.11 (3.62, 6.47)","5.52 (3.54, 7.15)","5.64 (3.53, 7.28)","5.84 (3.74, 7.72)","92.82 (1.83, 183.94)"
"Calhoun County, Georgia",13037,"3.20 (2.31, 5.19)","3.50 (2.60, 5.28)","3.89 (2.98, 5.48)","4.60 (3.48, 6.07)","5.64 (3.85, 7.27)","6.20 (3.96, 8.09)","6.25 (3.90, 8.40)","6.57 (4.00, 8.93)","105.12 (5.93, 202.30)"
"Camden County, Georgia",13039,"3.96 (2.84, 6.39)","4.05 (3.01, 6.33)","4.35 (3.33, 6.28)","5.11 (3.91, 6.70)","6.09 (4.16, 7.77)","6.77 (4.26, 8.78)","6.87 (4.10, 9.05)","6.96 (4.30, 9.39)","75.42 (-8.19, 165.43)"
"Candler County, Georgia",13043,"3.16 (2.34, 4.93)","3.52 (2.67, 5.24)","4.02 (3.07, 5.55)","4.83 (3.62, 6.19)","5.98 (4.01, 7.60)","6.58 (4.19, 8.68)","6.75 (4.21, 9.06)","7.16 (4.43, 9.79)","126.72 (18.52, 239.49)"
"Carroll County, Georgia",13045,"2.57 (1.98, 4.03)","2.80 (2.20, 4.16)","3.16 (2.55, 4.44)","3.74 (2.97, 4.73)","4.56 (3.15, 5.51)","5.14 (3.29, 6.27)","5.35 (3.38, 6.62)","5.58 (3.49, 7.02)","117.01 (11.73, 209.57)"
"Catoosa County, Georgia",13047,"2.51 (1.82, 4.04)","2.81 (2.10, 4.30)","3.21 (2.48, 4.48)","3.96 (3.06, 5.14)","4.86 (3.35, 6.05)","5.62 (3.57, 7.09)","5.81 (3.59, 7.38)","6.21 (3.83, 8.04)","146.92 (25.52, 272.22)"
"Charlton County, Georgia",13049,"3.30 (2.27, 5.41)","3.52 (2.52, 5.48)","3.81 (2.81, 5.53)","4.44 (3.29, 5.95)","5.33 (3.64, 7.03)","5.83 (3.61, 7.91)","5.94 (3.64, 8.14)","6.29 (3.80, 8.77)","90.76 (-3.18, 190.40)"
"Chatham County, Georgia",13051,"3.43 (2.67, 5.33)","3.64 (2.92, 5.38)","3.97 (3.32, 5.43)","4.60 (3.78, 5.81)","5.46 (3.90, 6.35)","6.03 (4.09, 7.12)","6.10 (3.97, 7.33)","6.14 (4.06, 7.40)","78.93 (-2.23, 154.11)"
"Chattahoochee County, Georgia",13053,"3.03 (2.08, 4.90)","3.40 (2.41, 5.25)","3.62 (2.62, 5.17)","4.24 (3.07, 5.68)","5.17 (3.41, 6.83)","5.24 (3.23, 7.24)","5.14 (3.06, 7.12)","5.47 (3.28, 7.85)","80.45 (-5.05, 183.11)"
"Chattooga County, Georgia",13055,"2.62 (1.91, 4.20)","2.81 (2.11, 4.31)","3.18 (2.44, 4.43)","3.79 (2.86, 4.92)","4.63 (3.21, 5.96)","5.22 (3.28, 6.95)","5.38 (3.29, 7.18)","5.52 (3.39, 7.47)","110.74 (10.98, 212.68)"
"Cherokee County, Georgia",13057,"2.62 (1.98, 4.20)","2.82 (2.21, 4.27)","3.07 (2.45, 4.32)","3.65 (2.94, 4.75)","4.48 (3.11, 5.43)","4.94 (3.20, 6.10)","5.14 (3.18, 6.41)","5.15 (3.22, 6.48)","96.64 (1.00, 187.69)"
"Clarke County, Georgia",13059,"2.94 (2.26, 4.57)","3.28 (2.59, 4.87)","3.73 (2.99, 5.19)","4.49 (3.58, 5.76)","5.56 (3.91, 6.80)","6.21 (3.99, 7.67)","6.32 (3.99, 7.85)","6.54 (4.23, 8.22)","122.61 (21.42, 217.81)"
"Clay County, Georgia",13061,"3.31 (2.42, 5.22)","3.54 (2.64, 5.29)","3.93 (2.99, 5.51)","4.60 (3.56, 5.94)","5.58 (3.94, 7.13)","6.24 (4.10, 8.14)","6.39 (3.96, 8.48)","6.66 (4.18, 8.85)","101.44 (5.97, 199.90)"
"Clayton County, Georgia",13063,"2.69 (2.00, 4.32)","2.98 (2.32, 4.56)","3.33 (2.69, 4.64)","4.19 (3.38, 5.36)","5.54 (3.89, 6.63)","6.29 (4.05, 7.67)","6.25 (4.03, 7.72)","6.13 (4.01, 7.59)","127.94 (21.97, 229.87)"
"Clinch County, Georgia",13065,"3.82 (2.71, 6.10)","4.08 (2.97, 6.29)","4.49 (3.36, 6.42)","5.42 (4.00, 7.21)","6.75 (4.47, 8.88)","7.41 (4.63, 9.97)","7.66 (4.62, 10.61)","7.87 (4.76, 10.91)","106.06 (5.23, 216.42)"
"Cobb County, Georgia",13067,"2.78 (2.17, 4.40)","3.09 (2.48, 4.67)","3.35 (2.79, 4.69)","4.01 (3.34, 5.05)","5.06 (3.65, 5.91)","5.56 (3.76, 6.51)","5.64 (3.58, 6.64)","5.77 (3.77, 6.90)","107.76 (8.56, 199.15)"
"Coffee County, Georgia",13069,"3.90 (2.97, 6.08)","4.36 (3.38, 6.46)","4.94 (3.96, 6.66)","5.97 (4.72, 7.55)","7.36 (5.20, 9.03)","8.45 (5.55, 10.56)","8.72 (5.64, 11.12)","9.25 (6.01, 11.91)","136.93 (26.81, 242.01)"
"Colquitt County, Georgia",13071,"4.08 (3.14, 6.24)","4.50 (3.58, 6.73)","5.06 (4.13, 6.99)","6.04 (4.85, 7.84)","7.35 (5.35, 9.01)","8.27 (5.50, 10.22)","8.53 (5.57, 10.80)","8.91 (5.77, 11.39)","118.40 (19.31, 212.36)"
"Columbia County, Georgia",13073,"3.41 (2.53, 5.50)","3.60 (2.78, 5.37)","3.89 (3.08, 5.36)","4.49 (3.53, 5.71)","5.32 (3.71, 6.40)","5.94 (3.82, 7.32)","6.03 (3.79, 7.48)","6.15 (3.93, 7.69)","80.34 (-7.25, 161.24)"
"Cook County, Georgia",13075,"3.32 (2.41, 5.28)","3.62 (2.72, 5.41)","4.07 (3.13, 5.65)","4.84 (3.64, 6.23)","5.94 (3.94, 7.64)","6.65 (4.11, 8.73)","6.73 (4.10, 8.98)","6.93 (4.22, 9.30)","108.84 (9.56, 216.10)"
"Coweta County, Georgia",13077,"3.18 (2.43, 5.04)","3.46 (2.70, 5.21)","3.88 (3.13, 5.43)","4.51 (3.61, 5.85)","5.45 (3.84, 6.61)","6.08 (4.02, 7.52)","6.33 (4.19, 7.88)","6.54 (4.22, 8.28)","105.26 (7.66, 191.91)"
"Crawford County, Georgia",13079,"3.21 (2.34, 5.00)","3.43 (2.59, 5.08)","3.74 (2.87, 5.16)","4.30 (3.28, 5.52)","5.21 (3.52, 6.68)","5.70 (3.55, 7.53)","5.76 (3.47, 7.78)","5.91 (3.57, 8.13)","83.91 (-4.32, 174.21)"
"Crisp County, Georgia",13081,"3.17 (2.39, 4.87)","3.38 (2.64, 4.91)","3.68 (2.93, 5.03)","4.43 (3.44, 5.71)","5.43 (3.74, 6.85)","5.76 (3.70, 7.39)","5.76 (3.61, 7.41)","5.94 (3.78, 7.87)","87.33 (2.41, 170.34)"
"Dade County, Georgia",13083,"2.51 (1.79, 4.09)","2.72 (1.98, 4.33)","3.07 (2.33, 4.37)","3.65 (2.72, 4.85)","4.43 (3.07, 5.75)","5.00 (3.13, 6.63)","5.29 (3.14, 7.04)","5.49 (3.35, 7.39)","118.25 (10.94, 231.01)"
"Dawson County, Georgia",13085,"2.53 (1.79, 4.07)","2.77 (2.04, 4.15)","3.09 (2.38, 4.43)","3.59 (2.74, 4.68)","4.22 (2.87, 5.40)","4.69 (2.98, 6.14)","4.76 (2.92, 6.32)","4.80 (2.97, 6.40)","89.48 (-5.28, 184.13)"
"DeKalb County, Georgia",13089,"2.58 (2.07, 4.05)","2.94 (2.42, 4.34)","3.43 (2.93, 4.73)","4.25 (3.44, 5.35)","5.17 (3.71, 5.93)","5.64 (3.74, 6.52)","5.85 (3.74, 6.85)","5.72 (3.75, 6.74)","121.84 (20.64, 204.52)"
"Decatur County, Georgia",13087,"3.73 (2.83, 5.90)","4.06 (3.13, 6.16)","4.48 (3.57, 6.28)","5.20 (4.10, 6.64)","6.20 (4.40, 7.68)","7.03 (4.72, 8.83)","7.02 (4.52, 8.91)","7.31 (4.74, 9.47)","95.94 (2.71, 184.27)"
"Dodge County, Georgia",13091,"3.23 (2.37, 5.16)","3.52 (2.71, 5.21)","3.94 (3.08, 5.53)","4.67 (3.65, 6.13)","5.79 (4.05, 7.35)","6.37 (4.11, 8.19)","6.61 (4.17, 8.66)","6.80 (4.27, 9.07)","110.75 (11.38, 212.49)"
"Dooly County, Georgia",13093,"3.20 (2.38, 5.05)","3.45 (2.61, 5.25)","3.85 (2.99, 5.38)","4.58 (3.59, 5.92)","5.57 (3.86, 7.11)","6.01 (3.86, 7.75)","6.15 (3.92, 8.18)","6.32 (4.03, 8.42)","97.51 (3.86, 189.50)"
"Dougherty County, Georgia",13095,"3.69 (2.88, 5.83)","4.08 (3.27, 6.15)","4.47 (3.67, 6.22)","5.40 (4.36, 6.76)","6.70 (4.78, 8.06)","7.29 (4.84, 8.88)","7.51 (4.91, 9.13)","7.89 (5.17, 9.73)","113.58 (16.93, 201.63)"
"Douglas County, Georgia",13097,"2.75 (2.04, 4.46)","2.90 (2.21, 4.45)","3.15 (2.49, 4.44)","3.75 (2.92, 4.86)","4.58 (3.08, 5.61)","5.53 (3.56, 6.91)","5.94 (3.75, 7.46)","6.10 (3.87, 7.70)","122.06 (16.88, 227.40)"
"Early County, Georgia",13099,"3.22 (2.40, 5.09)","3.49 (2.68, 5.25)","3.92 (3.07, 5.45)","4.69 (3.69, 6.15)","5.76 (4.16, 7.19)","6.43 (4.28, 8.23)","6.56 (4.08, 8.50)","6.85 (4.39, 9.10)","112.66 (16.22, 213.76)"
"Echols County, Georgia",13101,"3.18 (2.11, 5.16)","3.40 (2.37, 5.26)","3.76 (2.65, 5.43)","4.30 (2.99, 5.82)","5.33 (3.44, 7.23)","5.70 (3.44, 8.05)","5.99 (3.48, 8.71)","6.06 (3.51, 8.62)","90.70 (-7.17, 203.27)"
"Effingham County, Georgia",13103,"3.15 (2.33, 5.01)","3.40 (2.52, 5.14)","3.80 (2.91, 5.35)","4.52 (3.48, 5.86)","5.53 (3.84, 7.06)","6.13 (3.88, 7.85)","6.40 (4.06, 8.42)","6.75 (4.26, 8.90)","114.51 (12.07, 215.53)"
"Elbert County, Georgia",13105,"3.40 (2.57, 5.35)","3.71 (2.85, 5.49)","4.21 (3.36, 5.70)","5.08 (4.05, 6.48)","6.31 (4.53, 7.76)","7.06 (4.67, 8.84)","7.30 (4.73, 9.44)","7.51 (4.89, 9.92)","120.68 (17.82, 218.53)"
"Emanuel County, Georgia",13107,"3.48 (2.64, 5.40)","3.90 (3.10, 5.73)","4.40 (3.57, 5.98)","5.32 (4.24, 6.70)","6.44 (4.56, 7.97)","7.21 (4.70, 9.11)","7.53 (4.83, 9.59)","7.78 (4.92, 10.14)","123.44 (20.39, 224.73)"
"Evans County, Georgia",13109,"3.81 (2.78, 5.96)","4.25 (3.23, 6.30)","4.94 (3.83, 6.80)","6.13 (4.76, 7.97)","7.79 (5.46, 9.98)","8.69 (5.50, 11.25)","9.09 (5.78, 11.95)","9.52 (6.08, 12.61)","149.53 (29.35, 267.68)"
"Fannin County, Georgia",13111,"2.37 (1.76, 3.79)","2.64 (2.00, 4.07)","3.00 (2.35, 4.22)","3.55 (2.73, 4.67)","4.32 (2.95, 5.46)","4.77 (2.98, 6.10)","4.80 (2.99, 6.28)","4.94 (3.10, 6.56)","108.78 (7.25, 208.61)"
"Fayette County, Georgia",13113,"2.80 (2.06, 4.51)","2.93 (2.23, 4.48)","3.18 (2.53, 4.55)","3.81 (3.06, 4.88)","4.55 (3.17, 5.55)","5.28 (3.37, 6.60)","5.62 (3.57, 7.11)","5.74 (3.58, 7.20)","104.91 (3.90, 208.01)"
"Floyd County, Georgia",13115,"3.13 (2.42, 4.94)","3.45 (2.75, 5.20)","3.86 (3.15, 5.33)","4.65 (3.72, 5.94)","5.68 (3.99, 6.75)","6.37 (4.14, 7.76)","6.64 (4.27, 8.16)","6.80 (4.39, 8.46)","117.15 (15.97, 211.75)"
"Forsyth County, Georgia",13117,"2.60 (1.90, 4.24)","2.74 (2.08, 4.24)","3.00 (2.37, 4.22)","3.49 (2.73, 4.50)","4.25 (2.94, 5.28)","4.77 (3.02, 6.00)","4.81 (3.01, 6.06)","5.18 (3.26, 6.50)","99.66 (4.66, 194.85)"
"Franklin County, Georgia",13119,"2.49 (1.83, 3.90)","2.75 (2.07, 4.13)","3.09 (2.40, 4.36)","3.69 (2.86, 4.76)","4.49 (3.07, 5.77)","4.94 (3.20, 6.52)","5.08 (3.20, 6.82)","5.27 (3.26, 7.12)","111.50 (10.52, 216.85)"
"Fulton County, Georgia",13121,"3.08 (2.50, 4.77)","3.27 (2.74, 4.82)","3.58 (3.06, 4.89)","4.12 (3.42, 5.22)","4.77 (3.39, 5.46)","5.02 (3.33, 5.83)","5.13 (3.35, 5.98)","5.16 (3.39, 6.10)","67.73 (-5.98, 126.85)"
"Gilmer County, Georgia",13123,"2.48 (1.82, 3.97)","2.70 (2.03, 4.03)","3.00 (2.34, 4.22)","3.59 (2.73, 4.73)","4.47 (3.05, 5.69)","4.99 (3.08, 6.51)","4.94 (2.96, 6.57)","5.19 (3.19, 6.98)","109.46 (9.12, 216.63)"
"Glascock County, Georgia",13125,"2.55 (1.75, 4.21)","2.81 (2.00, 4.44)","3.17 (2.32, 4.61)","3.76 (2.69, 5.10)","4.68 (3.05, 6.31)","5.23 (3.16, 7.28)","5.40 (3.13, 7.67)","5.97 (3.40, 8.51)","134.19 (16.12, 271.80)"
"Glynn County, Georgia",13127,"3.88 (2.93, 5.97)","4.23 (3.32, 6.33)","4.72 (3.84, 6.44)","5.60 (4.55, 7.16)","6.87 (4.81, 8.30)","7.64 (5.02, 9.26)","7.85 (5.09, 9.62)","8.00 (5.11, 10.03)","106.35 (10.26, 201.54)"
"Gordon County, Georgia",13129,"3.06 (2.31, 4.88)","3.37 (2.60, 5.13)","3.80 (3.06, 5.30)","4.55 (3.62, 5.95)","5.58 (3.96, 6.86)","6.37 (4.17, 7.95)","6.61 (4.21, 8.39)","6.88 (4.39, 8.89)","125.10 (17.19, 225.61)"
"Grady County, Georgia",13131,"3.28 (2.40, 5.18)","3.56 (2.71, 5.35)","3.99 (3.16, 5.58)","4.75 (3.74, 6.15)","5.81 (4.08, 7.22)","6.61 (4.31, 8.44)","6.42 (4.08, 8.14)","6.75 (4.34, 8.71)","106.00 (9.60, 197.66)"
"Greene County, Georgia",13133,"3.04 (2.28, 4.75)","3.32 (2.51, 4.99)","3.69 (2.87, 5.18)","4.24 (3.30, 5.54)","5.09 (3.54, 6.56)","5.39 (3.47, 7.00)","5.37 (3.35, 7.04)","5.40 (3.26, 7.18)","77.57 (-6.97, 159.86)"
"Gwinnett County, Georgia",13135,"2.65 (2.06, 4.23)","2.91 (2.33, 4.34)","3.19 (2.66, 4.40)","3.86 (3.18, 4.83)","4.74 (3.38, 5.55)","5.69 (3.73, 6.68)","5.95 (3.90, 7.02)","6.07 (3.95, 7.23)","128.61 (22.47, 222.36)"
"Habersham County, Georgia",13137,"2.29 (1.70, 3.52)","2.56 (1.98, 3.87)","2.90 (2.33, 4.01)","3.44 (2.75, 4.36)","4.22 (2.99, 5.22)","4.69 (3.03, 5.93)","4.79 (3.04, 6.18)","5.04 (3.07, 6.53)","119.46 (11.99, 224.17)"
"Hall County, Georgia",13139,"2.64 (2.05, 4.21)","2.90 (2.32, 4.37)","3.25 (2.67, 4.54)","3.89 (3.12, 5.01)","4.78 (3.37, 5.75)","5.24 (3.43, 6.39)","5.48 (3.49, 6.74)","5.68 (3.60, 6.96)","115.56 (9.99, 203.62)"
"Hancock County, Georgia",13141,"3.00 (2.25, 4.59)","3.30 (2.56, 4.81)","3.67 (2.89, 5.05)","4.32 (3.30, 5.59)","5.18 (3.53, 6.52)","5.58 (3.42, 7.21)","5.56 (3.48, 7.23)","5.67 (3.54, 7.46)","88.85 (1.71, 175.93)"
"Haralson County, Georgia",13143,"2.95 (2.12, 4.69)","3.24 (2.39, 4.92)","3.67 (2.80, 5.25)","4.39 (3.33, 5.77)","5.38 (3.68, 6.91)","6.10 (3.76, 7.95)","6.38 (3.91, 8.69)","6.78 (4.14, 9.28)","129.76 (17.41, 254.23)"
"Harris County, Georgia",13145,"3.23 (2.41, 5.19)","3.40 (2.57, 5.12)","3.66 (2.90, 5.08)","4.17 (3.25, 5.47)","4.91 (3.50, 6.18)","5.28 (3.52, 6.71)","5.27 (3.41, 6.69)","5.57 (3.60, 7.25)","72.62 (-10.61, 155.83)"
"Hart County, Georgia",13147,"2.83 (2.08, 4.53)","3.13 (2.36, 4.75)","3.52 (2.78, 4.91)","4.20 (3.28, 5.43)","5.15 (3.68, 6.43)","5.60 (3.67, 7.15)","5.86 (3.65, 7.65)","6.07 (3.89, 8.06)","114.33 (11.45, 218.88)"
"Heard County, Georgia",13149,"2.61 (1.82, 4.17)","2.88 (2.05, 4.43)","3.25 (2.33, 4.67)","3.82 (2.75, 5.19)","4.50 (2.96, 6.04)","5.04 (3.12, 6.98)","5.15 (3.06, 7.16)","5.32 (3.10, 7.59)","104.12 (2.88, 213.49)"
"Henry County, Georgia",13151,"3.56 (2.69, 5.58)","3.67 (2.85, 5.61)","3.90 (3.16, 5.41)","4.62 (3.69, 5.95)","5.65 (4.00, 6.86)","6.96 (4.53, 8.55)","7.55 (4.96, 9.31)","7.91 (5.07, 9.76)","121.99 (16.26, 218.38)"
"Houston County, Georgia",13153,"2.93 (2.27, 4.54)","3.20 (2.54, 4.73)","3.57 (2.90, 4.82)","4.31 (3.42, 5.38)","5.17 (3.64, 6.19)","5.88 (3.87, 7.16)","6.13 (3.98, 7.46)","6.31 (4.09, 7.84)","115.86 (14.77, 205.09)"
"Irwin County, Georgia",13155,"3.30 (2.35, 5.21)","3.65 (2.68, 5.50)","4.09 (3.05, 5.74)","4.79 (3.59, 6.33)","5.79 (3.94, 7.42)","6.39 (4.05, 8.44)","6.57 (4.07, 8.61)","6.92 (4.29, 9.33)","109.65 (9.40, 210.93)"
"Jackson County, Georgia",13157,"2.53 (1.93, 3.97)","2.80 (2.15, 4.27)","3.13 (2.49, 4.42)","3.71 (2.97, 4.86)","4.58 (3.21, 5.69)","4.99 (3.18, 6.25)","5.19 (3.27, 6.54)","5.35 (3.34, 6.81)","111.20 (14.91, 206.36)"
"Jasper County, Georgia",13159,"2.88 (2.10, 4.56)","3.19 (2.39, 4.80)","3.58 (2.75, 4.95)","4.10 (3.11, 5.43)","4.82 (3.34, 6.14)","5.29 (3.36, 7.06)","5.33 (3.30, 7.15)","5.50 (3.39, 7.50)","90.70 (2.56, 180.41)"
"Jeff Davis County, Georgia",13161,"3.17 (2.31, 5.11)","3.48 (2.60, 5.34)","3.89 (2.97, 5.58)","4.68 (3.51, 6.23)","5.76 (3.78, 7.44)","6.33 (3.85, 8.33)","6.49 (3.74, 8.81)","6.83 (4.06, 9.45)","115.46 (9.77, 218.55)"
"Jefferson County, Georgia",13163,"3.05 (2.35, 4.69)","3.43 (2.69, 5.13)","3.91 (3.10, 5.40)","4.74 (3.73, 6.12)","5.80 (4.01, 7.17)","6.57 (4.15, 8.23)","6.80 (4.18, 8.70)","7.05 (4.53, 9.15)","131.40 (24.55, 232.06)"
"Jenkins County, Georgia",13165,"3.42 (2.39, 5.51)","3.69 (2.62, 5.90)","4.09 (3.03, 5.85)","4.73 (3.50, 6.42)","5.65 (3.75, 7.41)","6.23 (3.94, 8.31)","6.28 (3.89, 8.58)","6.60 (4.17, 9.14)","92.86 (1.65, 192.47)"
"Johnson County, Georgia",13167,"2.99 (2.23, 4.72)","3.37 (2.56, 5.05)","3.85 (3.01, 5.44)","4.69 (3.65, 6.06)","5.95 (4.09, 7.59)","6.58 (4.17, 8.68)","6.62 (4.12, 8.80)","6.98 (4.41, 9.45)","133.37 (23.70, 244.48)"
"Jones County, Georgia",13169,"2.80 (2.08, 4.53)","2.98 (2.26, 4.55)","3.26 (2.55, 4.68)","3.73 (2.91, 4.85)","4.39 (3.01, 5.57)","4.92 (3.18, 6.40)","4.99 (3.13, 6.53)","5.12 (3.27, 6.79)","82.53 (-5.42, 173.25)"
"Lamar County, Georgia",13171,"2.96 (2.13, 4.67)","3.24 (2.44, 4.88)","3.67 (2.84, 5.06)","4.34 (3.27, 5.66)","5.28 (3.59, 6.78)","5.72 (3.61, 7.52)","5.98 (3.67, 7.85)","6.21 (3.75, 8.29)","109.80 (8.25, 212.93)"
"Lanier County, Georgia",13173,"3.66 (2.54, 5.92)","3.97 (2.83, 6.11)","4.41 (3.23, 6.37)","5.28 (3.88, 7.15)","6.49 (4.26, 8.65)","6.85 (4.14, 9.35)","7.08 (4.23, 9.76)","7.26 (4.36, 10.21)","98.62 (7.00, 203.01)"
"Laurens County, Georgia",13175,"3.29 (2.54, 5.06)","3.57 (2.85, 5.30)","3.92 (3.15, 5.38)","4.70 (3.76, 5.94)","5.64 (3.98, 6.89)","6.37 (4.17, 7.79)","6.53 (4.17, 8.28)","6.64 (4.36, 8.46)","101.91 (9.42, 186.47)"
"Lee County, Georgia",13177,"3.06 (2.18, 4.88)","3.24 (2.36, 4.92)","3.57 (2.71, 5.11)","4.19 (3.15, 5.65)","5.08 (3.44, 6.53)","5.68 (3.64, 7.53)","6.09 (3.78, 8.25)","6.46 (4.08, 8.89)","111.13 (9.13, 216.64)"
