county,state,lat,long,distance_to_nearest_plant,name_of_nearest_plant
Marion,Kentucky,37.5525,-85.2696,55604.55569592458,E.W. Brown Generating Station
Cherokee,Kansas,37.1693,-94.8463,105355.50718938628,Flint Creek Power Plant
Jackson,Iowa,42.1717,-90.5743,49310.28296226274,Archer Daniels Midland Clinton Power Plant
Macon,Alabama,32.3859,-85.6926,119116.44983184658,Gaston Steam Plant
Freestone,Texas,31.7049,-96.1491,32776.504346826536,Limestone Generating Station
Polk,Arkansas,34.4858,-94.2282,87021.7976941287,River Valley power station
Langlade,Wisconsin,45.2623,-89.0719,64000.04774682614,Weston Power Plant
Lincoln,Wyoming,42.264,-110.656,56317.013758656554,Naughton Power Plant
Elbert,Georgia,34.1168,-82.8401,147597.0545968549,Scherer Steam Generating Station
Chaffee,Colorado,38.747,-106.1941,129923.57838471762,Ray Nixon Power Plant
Polk,North Carolina,35.2793,-82.1697,37720.512207046624,James E. Rogers Energy Complex
Marengo,Alabama,32.2477,-87.7895,139181.8699612175,Barry Steam Plant
Ashley,Arkansas,33.1912,-91.7685,140926.5173554192,White Bluff Generating Plant
Benton,Missouri,38.2949,-93.2879,118880.12324181291,La Cygne Generating Station
Kent,Maryland,39.2545,-76.0399,42925.19072898361,Herbert Wagner Generating Station
McDowell,West Virginia,37.3785,-81.6536,79424.12687221347,Virginia City Hybrid Energy Center
Simpson,Kentucky,36.742,-86.5822,50052.712423739584,Gallatin Fossil Plant
Spencer,Kentucky,38.0325,-85.3278,51137.53013369948,Mill Creek Station
Pickens,Alabama,33.2808,-88.0887,103330.94553264456,Miller Steam Plant
Hampton,South Carolina,32.7763,-81.1407,66047.88368572229,Cope Station
Roosevelt,New Mexico,34.0212,-103.48,85976.77275117792,Tolk Station
Hart,Kentucky,37.2999,-85.8847,83547.15514057221,Mill Creek Station
Butler,Alabama,31.7524,-86.6803,151019.36892411916,Barry Steam Plant
Los Alamos,New Mexico,35.8693,-106.3073,215393.7209653423,Four Corners Steam Plant
Perry,Indiana,38.0796,-86.638,38991.77777734616,Rockport Plant
McIntosh,Oklahoma,35.3736,-95.6668,55102.065876411594,Muskogee Generating Station
Saluda,South Carolina,34.006100000000004,-81.7268,95965.62931638309,Cope Station
Perry,Missouri,37.7072,-89.8244,55271.24569235475,Baldwin Energy Station
Green Lake,Wisconsin,43.8004,-89.0449,46260.74514554302,Columbia Energy Center
Concordia,Louisiana,31.4459,-91.6401,83659.00781725743,Big Cajun II Power Plant
Waseca,Minnesota,44.0221,-93.5873,129362.42667057883,Allen S. King Generating Plant
Beadle,South Dakota,44.4145,-98.2781,171141.19935505363,Big Stone Power Plant
Humphreys,Tennessee,36.0408,-87.7756,40314.01983512024,Cumberland Steam Plant
Tishomingo,Mississippi,34.7404,-88.2393,164030.413184875,Miller Steam Plant
Warren,North Carolina,36.3965,-78.1067,71870.53626349902,Mayo Generating Plant
Paulding,Ohio,41.1166,-84.5802,134241.89822666653,Monroe Power Plant
Adair,Kentucky,37.1042,-85.2806,62366.372205660664,Cooper power station
Crawford,Illinois,39.0027,-87.7596,22741.427469469778,Merom Generating Station
Houston,Minnesota,43.6714,-91.4929,45600.83623370601,Lansing power station
Inyo,California,36.5111,-117.4107,476318.7631721222,TS Power Plant
Clay,Mississippi,33.6556,-88.7816,51068.61623762517,Red Hills Generation Facility
Pike,Georgia,33.0923,-84.3892,54487.52480965528,Scherer Steam Generating Station
Gem,Idaho,44.0615,-116.3975,358623.3476943445,North Valmy Station
Harrison,Kentucky,38.4418,-84.3314,53192.333106550584,Spurlock power station
Deaf Smith,Texas,34.966,-102.605,86469.82677323105,Harrington Station
Otero,Colorado,37.9026,-103.7165,82703.43641697663,Comanche Generating Station
Poweshiek,Iowa,41.6864,-92.5315,65408.195828794414,Ottumwa Generating Station
Dickinson,Kansas,38.8665,-97.1527,101109.03102743567,Jeffrey Energy Center
Bethel,Alaska,60.9132,-159.8186,2841068.2205515252,Centralia Power Plant
Appling,Georgia,31.7492,-82.2889,163255.74708548744,Northside Generating Station
Cedar,Iowa,41.7723,-91.1324,42990.14013071258,Muscatine Generating Station
Covington,Mississippi,31.6332,-89.5526,154632.76472004873,Daniel Generating Plant
Lamar,Georgia,33.0765,-84.1395,31111.423979424995,Scherer Steam Generating Station
Greene,Georgia,33.5788,-83.1667,82827.27468167969,Scherer Steam Generating Station
Randolph,Arkansas,36.3415,-91.0276,81191.59888565296,Independence Steam Station
Frio,Texas,28.8678,-99.1082,64195.27964030898,San Miguel Electric Cooperative
Ste. Genevieve,Missouri,37.8944,-90.1944,26925.87192903254,Rush Island power station
Jefferson,Kansas,39.2358,-95.3834,27086.31012038733,Lawrence Energy Center
Fentress,Tennessee,36.3805,-84.9324,65076.45046657616,Kingston Fossil Plant
Yancey,North Carolina,35.8989,-82.3076,90431.74162788138,James E. Rogers Energy Complex
Stone,Mississippi,30.79,-89.1177,60832.303570993325,Daniel Generating Plant
Westmoreland,Virginia,38.112,-76.8042,95588.50620272732,Chesterfield power station
Bosque,Texas,31.9004,-97.6343,79647.23076260531,Sandy Creek Plant
Wright,Missouri,37.2702,-92.4687,82821.90869934716,John Twitty Energy Center
Montour,Pennsylvania,41.0279,-76.6586,4662.1495824523545,Montour Steam Station
Berrien,Georgia,31.276,-83.2296,186240.24927520496,Northside Generating Station
Andrews,Texas,32.305,-102.6377,208619.2853449429,Tolk Station
Colonial Heights,Virginia,37.265,-77.3969,13183.795854844579,Chesterfield power station
Bertie,North Carolina,36.0662,-76.9787,150527.22354242526,Chesterfield power station
Brantley,Georgia,31.1969,-81.9819,95423.84875442566,Northside Generating Station
Banks,Georgia,34.3543,-83.4972,133564.16353515696,Plant Bowen
Pike,Missouri,39.3438,-91.1714,89987.53250845456,Sioux Power Plant
Madison,Florida,30.4441,-83.4701,129006.56988791769,Deerhaven Generating Station
Southampton,Virginia,36.7204,-77.1061,77545.08095918817,Chesterfield power station
Attala,Mississippi,33.0863,-89.5815,46673.513619215904,Red Hills Generation Facility
Andrew,Missouri,39.9835,-94.8021,61528.629607987314,Iatan Generating Station
Benzie,Michigan,44.6387,-86.0155,169641.49274152197,Edgewater Generating Station
Schuyler,New York,42.3938,-76.8752,148112.37379683435,Montour Steam Station
Northampton,North Carolina,36.4178,-77.3969,107144.15560473909,Chesterfield power station
Johnson,Tennessee,36.4549,-81.8518,67305.30200548578,Virginia City Hybrid Energy Center
Grant,Arkansas,34.29,-92.4237,30059.818902555875,White Bluff Generating Plant
Haywood,Tennessee,35.5832,-89.2838,106355.78915139879,New Madrid Power Plant
Russell,Kentucky,36.9911,-85.0587,41535.67931416764,Cooper power station
Young,Texas,33.1766,-98.6878,249291.14228227147,Sandy Creek Plant
Unicoi,Tennessee,36.1107,-82.4323,89987.63272254741,Virginia City Hybrid Energy Center
Winston,Mississippi,33.0885,-89.0344,36223.7688355259,Red Hills Generation Facility
Hughes,South Dakota,44.389,-99.996,293667.87198647973,Big Stone Power Plant
Kalkaska,Michigan,44.6847,-85.0902,152947.88151041986,Karn Generating Plant
Sawyer,Wisconsin,45.88,-91.1445,156621.87469838656,Silver Bay Power Plant
Eastland,Texas,32.3271,-98.8323,200949.43802317046,Sandy Creek Plant
Gilchrist,Florida,29.7258,-82.8004,40059.06010869863,Deerhaven Generating Station
Hancock,Illinois,40.4037,-91.1647,101714.68756258325,Louisa Generating Station
Avery,North Carolina,36.0765,-81.9226,96530.31102130776,James E. Rogers Energy Complex
Burleson,Texas,30.4925,-96.6215,65061.00508314981,Fayette Power Project
Patrick,Virginia,36.6783,-80.2844,48360.07158867308,Belews Creek Steam Station
San Juan,Washington,48.5782,-122.965,202769.10845175743,Centralia Power Plant
Seward,Nebraska,40.8724,-97.1395,45955.559497805465,Sheldon Station
Dickinson,Iowa,43.378,-95.1508,154199.892316546,George Neal Station North
King William,Virginia,37.7066,-77.0885,44288.69690673184,Chesterfield power station
Drew,Arkansas,33.5894,-91.72,100296.99077764456,White Bluff Generating Plant
Delaware,Iowa,42.4712,-91.3673,62736.623571760756,Prairie Creek Generating Station
Polk,Tennessee,35.1199,-84.5233,86425.9416459904,Kingston Fossil Plant
Pitkin,Colorado,39.2171,-106.9166,142880.2652606688,Hayden Station
Cooper,Missouri,38.8435,-92.8101,80127.83570508788,Thomas Hill Energy Center
Lee,Texas,30.3107,-96.9657,48361.14383918604,Fayette Power Project
Park,Colorado,39.1194,-105.7172,102871.27307388022,Ray Nixon Power Plant
Richland,Wisconsin,43.3756,-90.4295,59866.74467438102,Lansing power station
Chester,Tennessee,35.4218,-88.6134,138118.53160263813,Cumberland Steam Plant
Arkansas,Arkansas,34.2892,-91.3742,71947.12313448792,White Bluff Generating Plant
Union,Illinois,37.4713,-89.2551,31373.943342256385,Marion Plant
Holmes,Mississippi,33.1235,-90.0921,86099.76326613245,Red Hills Generation Facility
Sharp,Arkansas,36.1612,-91.4798,53991.217729271935,Independence Steam Station
Ben Hill,Georgia,31.7598,-83.2205,154407.01048149337,Scherer Steam Generating Station
Mariposa,California,37.5815,-119.9054,436691.9467734995,North Valmy Station
Humboldt,Nevada,41.4068,-118.112,99456.88628132986,North Valmy Station
Cook,Georgia,31.154,-83.4305,184212.2449677611,Deerhaven Generating Station
Clayton,Iowa,42.8447,-91.3414,56517.2503565701,Lansing power station
Henry,Alabama,31.5147,-85.2414,211385.29647088487,Wansley Plant
Franklin,Arkansas,35.5124,-93.8906,77038.54293944612,River Valley power station
Morgan,West Virginia,39.5604,-78.2578,42075.15027193145,AES Warrior Run Generation Plant
Mason,Kentucky,38.5952,-83.8242,11659.133520937658,Spurlock power station
Chickasaw,Mississippi,33.9208,-88.9479,65416.59114910067,Red Hills Generation Facility
Manassas Park,Virginia,38.7709,-77.4429,90733.21055951345,Brandon Shores Generating Station
Tama,Iowa,42.0798,-92.5326,72190.49455125637,Archer Daniels Midland Cedar Rapids Power Plant
Falls,Texas,31.2533,-96.9359,24672.34842084025,Sandy Creek Plant
Park,Montana,45.4884,-110.5267,230402.88064969788,Hardin Generating Station
McCreary,Kentucky,36.7371,-84.4842,30483.508454359337,Cooper power station
Garrard,Kentucky,37.6396,-84.5377,22646.460851845026,E.W. Brown Generating Station
Edgar,Illinois,39.6786,-87.7456,38482.77563616595,Cayuga Generating Station
Hardin,Iowa,42.3839,-93.2404,138191.9505098676,Archer Daniels Midland Cedar Rapids Power Plant
Bristol,Virginia,36.618,-82.1605,36877.01059936317,Virginia City Hybrid Energy Center
Scurry,Texas,32.7463,-100.9164,221523.54408660647,Tolk Station
Lewis,West Virginia,38.9959,-80.5022,45637.787276775154,Harrison power station
Dallas,Missouri,37.6804,-93.0237,67109.98433614425,John Twitty Energy Center
Cross,Arkansas,35.2957,-90.7712,71672.32633415094,Independence Steam Station
Phillips,Arkansas,34.4274,-90.8489,118617.7873468182,White Bluff Generating Plant
Warren,Illinois,40.8488,-90.615,65810.14235083766,Louisa Generating Station
Jackson,Arkansas,35.5992,-91.2145,19571.719192029974,Independence Steam Station
Gunnison,Colorado,38.6668,-107.0316,202318.2768496617,Ray Nixon Power Plant
La Paz,Arizona,33.7294,-113.9815,364390.48408116767,Cholla Generating Station
Robertson,Texas,31.027,-96.5129,17254.92446763487,Oak Grove Plant
Buckingham,Virginia,37.5722,-78.5288,79525.5110711843,Clover power station
Bond,Illinois,38.8868,-89.4356,70537.29625517136,Prairie State Energy Campus
Giles,Virginia,37.3142,-80.7029,128121.23496101807,Belews Creek Steam Station
Piscataquis,Maine,45.8373,-69.2846,327057.84296887903,Schiller Station
Marion,Arkansas,36.2684,-92.6842,116465.49769849527,John Twitty Energy Center
Rabun,Georgia,34.8818,-83.402,143764.4229550917,Bull Run Fossil Plant
Lee,South Carolina,34.1633,-80.2545,50477.19292873767,Wateree Station
Taylor,West Virginia,39.336,-80.0462,25353.04291149874,Harrison power station
Rush,Indiana,39.62,-85.4658,52939.29358823943,Whitewater Valley Generating Station
Dixie,Florida,29.6082,-83.1588,76454.43897389284,Deerhaven Generating Station
Piatt,Illinois,40.0104,-88.5911,29997.133098125454,Archer Daniels Midland Decatur Power Plant
Lafayette,Wisconsin,42.6605,-90.1317,93477.51172628505,Archer Daniels Midland Clinton Power Plant
New Madrid,Missouri,36.5946,-89.6517,11972.933016494893,New Madrid Power Plant
Socorro,New Mexico,34.0072,-106.9302,209026.98929314988,Springerville Generating Station
Iowa,Iowa,41.6863,-92.0655,41156.44961540033,Archer Daniels Midland Cedar Rapids Power Plant
Washburn,Wisconsin,45.8992,-91.7912,123470.68046828422,Allen S. King Generating Plant
Crawford,Iowa,42.0372,-95.382,86112.64168974993,George Neal Station South
Richland,North Dakota,46.2646,-96.9483,111986.59604331678,Big Stone Power Plant
Baker,Oregon,44.7091,-117.6753,427322.07282180514,North Valmy Station
Madison,Arkansas,36.011,-93.7246,76914.64003902521,Flint Creek Power Plant
Idaho,Idaho,45.8441,-115.4675,567942.1791104329,North Valmy Station
Potter,Pennsylvania,41.7449,-77.8958,127312.35881965727,Montour Steam Station
Union,South Dakota,42.8325,-96.656,60630.78848875456,George Neal Station North
Fountain,Indiana,40.1209,-87.242,27051.511168763318,Cayuga Generating Station
Madison,Iowa,41.3307,-94.0156,125195.26797021292,Ottumwa Generating Station
Clay,Iowa,43.0826,-95.1509,131262.276343491,George Neal Station North
Jasper,Mississippi,32.0191,-89.1189,150785.26421174066,Red Hills Generation Facility
Long,Georgia,31.7526,-81.7458,148966.75907974312,Northside Generating Station
Atchison,Kansas,39.5318,-95.3135,30192.35495144742,Iatan Generating Station
Alamosa,Colorado,37.5729,-105.7883,127782.4812966787,Comanche Generating Station
Fayette,Alabama,33.7212,-87.7388,63718.553688586384,Miller Steam Plant
Burnett,Wisconsin,45.8627,-92.3676,97723.675503708,Allen S. King Generating Plant
Wayne,Tennessee,35.2399,-87.7881,128198.69722629801,Cumberland Steam Plant
Parke,Indiana,39.7736,-87.2064,25178.71050165957,Cayuga Generating Station
Dade,Georgia,34.8546,-85.5045,96989.5475381968,Plant Bowen
Hill,Montana,48.6282,-110.1112,370936.8101616712,Hardin Generating Station
Lawrence,Arkansas,36.0412,-91.107,48585.41740783265,Independence Steam Station
Lawrence,Kentucky,38.0679,-82.7348,91480.86737478002,Amos Plant
Brooks,Georgia,30.842,-83.5802,166012.7200047064,Deerhaven Generating Station
Wayne,Illinois,38.4296,-88.4256,57731.50287583875,Newton power station
Radford,Virginia,37.1229,-80.5587,103416.11287846189,Belews Creek Steam Station
Rockcastle,Kentucky,37.3651,-84.316,47578.74496676765,Cooper power station
Crawford,Wisconsin,43.2395,-90.931,21935.2860916323,Lansing power station
Union,Florida,30.0439,-82.3714,31606.02042589149,Deerhaven Generating Station
Bates,Missouri,38.2573,-94.34,28572.456465000447,La Cygne Generating Station
Sevier,Arkansas,33.9972,-94.2412,55265.632031417554,John W. Turk Jr. Power Plant
Brunswick,Virginia,36.7648,-77.859,76321.40302259904,Clover power station
Appomattox,Virginia,37.3723,-78.8126,56619.2874442833,Clover power station
Bayfield,Wisconsin,46.5237,-91.2009,84940.24186518342,Silver Bay Power Plant
Kanabec,Minnesota,45.9452,-93.2934,78481.40027239014,Sherburne County Plant
Ashland,Wisconsin,46.3149,-90.678,116817.53810947573,Silver Bay Power Plant
Pemiscot,Missouri,36.2114,-89.7854,39191.16291374254,New Madrid Power Plant
Neosho,Kansas,37.5585,-95.3068,105147.94440736342,La Cygne Generating Station
Otoe,Nebraska,40.6485,-96.1348,30730.301280897038,Nebraska City Station
Leon,Texas,31.2965,-95.9957,28224.24256798498,Limestone Generating Station
Richland,Illinois,38.7124,-88.0851,29939.303940424186,Newton power station
Benton,Tennessee,36.0698,-88.0683,51624.92211555737,Cumberland Steam Plant
Casey,Kentucky,37.3223,-84.9283,46785.85839233292,Cooper power station
Van Buren,Arkansas,35.5806,-92.5158,100953.8128262662,Independence Steam Station
Jefferson,Iowa,41.0318,-91.9489,51462.629165915445,Ottumwa Generating Station
Trinity,California,40.6507,-123.1126,503796.77458728314,North Valmy Station
Osage,Kansas,38.6523,-95.7269,56026.750439972326,Lawrence Energy Center
Mercer,Illinois,41.2053,-90.7414,32039.93681344699,Louisa Generating Station
Aitkin,Minnesota,46.6082,-93.4155,74908.31604181833,Boswell Energy Center
Sequatchie,Tennessee,35.3712,-85.4106,99683.91292978835,Kingston Fossil Plant
Moniteau,Missouri,38.6328,-92.5831,102240.48235960954,Thomas Hill Energy Center
Jefferson,Georgia,33.0549,-82.4182,129693.48635399129,Scherer Steam Generating Station
Henry,Kentucky,38.4485,-85.1189,29817.604789699555,Trimble County Generating Station
Pawnee,Oklahoma,36.3169,-96.6992,35176.73660367132,Sooner Generating Station
Clarke,Mississippi,32.0414,-88.6894,131699.37439960294,Barry Steam Plant
Floyd,Iowa,43.0599,-92.789,135449.0706424525,Lansing power station
Nottoway,Virginia,37.143,-78.0512,65064.4526813599,Chesterfield power station
De Witt,Illinois,40.1746,-88.9041,33838.94364066512,Archer Daniels Midland Decatur Power Plant
Grand,Colorado,40.1026,-106.1183,100294.96494240248,Hayden Station
Barbour,West Virginia,39.133,-80.003,39982.00459366462,Harrison power station
Clark,Illinois,39.3336,-87.7877,37788.76563361309,Merom Generating Station
Carroll,Illinois,42.0687,-89.9343,35749.87859708522,Archer Daniels Midland Clinton Power Plant
Washington,Alabama,31.4076,-88.2079,48345.97038470979,Barry Steam Plant
Floyd,Virginia,36.9316,-80.3625,76993.03410448764,Belews Creek Steam Station
Marquette,Wisconsin,43.8196,-89.3987,37107.61515176566,Columbia Energy Center
Vermillion,Indiana,39.8538,-87.464,8329.041811778232,Cayuga Generating Station
Lawrence,Illinois,38.72,-87.7268,38866.97642217242,Gibson Generating Station
Brown,Indiana,39.1962,-86.2274,86546.22235851857,Clifty Creek Station
Redwood,Minnesota,44.4037,-95.2538,141063.29693042388,Big Stone Power Plant
Gooding,Idaho,42.971,-114.8115,285345.63183169405,TS Power Plant
Grayson,Virginia,36.6565,-81.2249,103507.80145902323,Virginia City Hybrid Energy Center
Marshall,Oklahoma,34.0245,-96.7691,133758.09473560666,Hugo Plant
West Feliciana,Louisiana,30.8798,-91.42,17492.02360076568,Big Cajun II Power Plant
Roseau,Minnesota,48.7751,-95.8108,232818.50536843258,Boswell Energy Center
Williamsburg,Virginia,37.2693,-76.7076,61101.672565672,Chesterfield power station
Tipton,Indiana,40.3113,-86.0519,113726.79920548404,Whitewater Valley Generating Station
Kingfisher,Oklahoma,35.9454,-97.9421,97943.52754430225,Sooner Generating Station
Alleghany,Virginia,37.7878,-80.0062,153935.89964465325,Clover power station
Page,Iowa,40.7391,-95.1502,54300.269989040964,Nebraska City Station
